Job Title,Company,Location,Experience Level,Date,Job Description,Cleaned Description
Frontend Developer,Microsoft,Mumbai,Entry Level,2026-03-20,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, JavaScript, React. Knowledge of Sass, Vue, Redux, Teamwork is a plus.","join tcs as a frontend developer. we are looking for talented individuals. requirements must have strong experience in typescript, javascript, react. knowledge of sass, vue, redux, teamwork is a plus."
Web Developer,Amazon,Delhi,Senior Level,2025-12-06,"Join Google as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Node.js, React, HTML. Knowledge of JavaScript, Django, Flask is a plus.","join google as a web developer. we are looking for talented individuals. requirements must have strong experience in node.js, react, html. knowledge of javascript, django, flask is a plus."
Web Developer,StartupX,Delhi,Mid Level,2025-07-26,"Join TCS as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in HTML, Node.js, React. Knowledge of JavaScript, CSS, Django, Flask is a plus.","join tcs as a web developer. we are looking for talented individuals. requirements must have strong experience in html, node.js, react. knowledge of javascript, css, django, flask is a plus."
ML Engineer,TechGiant,Remote,Senior Level,2025-08-16,"Join TechGiant as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Spark, TensorFlow, Machine Learning. Knowledge of PyTorch, AWS, Docker, Python is a plus.","join techgiant as a ml engineer. we are looking for talented individuals. requirements must have strong experience in spark, tensorflow, machine learning. knowledge of pytorch, aws, docker, python is a plus."
ML Engineer,InnovateAI,Mumbai,Mid Level,2025-05-23,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Python, AWS, Machine Learning. Knowledge of Spark, Docker, Teamwork is a plus.","join startupx as a ml engineer. we are looking for talented individuals. requirements must have strong experience in python, aws, machine learning. knowledge of spark, docker, teamwork is a plus."
Backend Developer,Amazon,Pune,Entry Level,2026-02-15,"Join TechGiant as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, API Design, Go. Knowledge of Java, Redis, Agile is a plus.","join techgiant as a backend developer. we are looking for talented individuals. requirements must have strong experience in kubernetes, api design, go. knowledge of java, redis, agile is a plus."
ML Engineer,InnovateAI,Delhi,Mid Level,2025-09-21,"Join TechGiant as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in PyTorch, Python, Docker. Knowledge of Spark, AWS, Agile is a plus.","join techgiant as a ml engineer. we are looking for talented individuals. requirements must have strong experience in pytorch, python, docker. knowledge of spark, aws, agile is a plus."
Data Scientist,TechGiant,Delhi,Mid Level,2025-12-18,"Join InnovateAI as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in NLTK, SQL, Python. Knowledge of Scikit-Learn, Machine Learning, Communication is a plus.","join innovateai as a data scientist. we are looking for talented individuals. requirements must have strong experience in nltk, sql, python. knowledge of scikitlearn, machine learning, communication is a plus."
DevOps Engineer,StartupX,Hyderabad,Senior Level,2025-09-25,"Join Google as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Docker, CI/CD. Knowledge of Jenkins is a plus.","join google as a devops engineer. we are looking for talented individuals. requirements must have strong experience in kubernetes, docker, cicd. knowledge of jenkins is a plus."
DevOps Engineer,Infosys,Remote,Mid Level,2026-01-09,"Join TCS as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, Jenkins, Kubernetes. Knowledge of Terraform is a plus.","join tcs as a devops engineer. we are looking for talented individuals. requirements must have strong experience in docker, jenkins, kubernetes. knowledge of terraform is a plus."
Data Scientist,Microsoft,Remote,Senior Level,2026-01-22,"Join Google as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, SQL, NLTK. Knowledge of Pandas is a plus.","join google as a data scientist. we are looking for talented individuals. requirements must have strong experience in machine learning, sql, nltk. knowledge of pandas is a plus."
Data Scientist,TechGiant,Hyderabad,Mid Level,2025-04-15,"Join TCS as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Python, Machine Learning, Scikit-Learn. Knowledge of SQL, Statistics, Teamwork is a plus.","join tcs as a data scientist. we are looking for talented individuals. requirements must have strong experience in python, machine learning, scikitlearn. knowledge of sql, statistics, teamwork is a plus."
ML Engineer,Microsoft,Remote,Entry Level,2025-04-30,"Join Amazon as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Spark, PyTorch, Machine Learning. Knowledge of Python, TensorFlow, AWS, Docker is a plus.","join amazon as a ml engineer. we are looking for talented individuals. requirements must have strong experience in spark, pytorch, machine learning. knowledge of python, tensorflow, aws, docker is a plus."
Web Developer,Google,Delhi,Mid Level,2025-12-06,"Join StartupX as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Node.js, HTML, React. Knowledge of Flask, JavaScript, Django, Communication is a plus.","join startupx as a web developer. we are looking for talented individuals. requirements must have strong experience in node.js, html, react. knowledge of flask, javascript, django, communication is a plus."
Frontend Developer,Amazon,Pune,Senior Level,2025-07-04,"Join TechGiant as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, Redux, Vue. Knowledge of JavaScript, React is a plus.","join techgiant as a frontend developer. we are looking for talented individuals. requirements must have strong experience in typescript, redux, vue. knowledge of javascript, react is a plus."
Frontend Developer,Amazon,Bangalore,Entry Level,2026-02-11,"Join InnovateAI as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, JavaScript, React. Knowledge of Sass, Redux, Vue, Communication is a plus.","join innovateai as a frontend developer. we are looking for talented individuals. requirements must have strong experience in typescript, javascript, react. knowledge of sass, redux, vue, communication is a plus."
Frontend Developer,InnovateAI,Remote,Senior Level,2026-02-12,"Join TechGiant as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, Vue, JavaScript. Knowledge of Sass, React, Teamwork is a plus.","join techgiant as a frontend developer. we are looking for talented individuals. requirements must have strong experience in redux, vue, javascript. knowledge of sass, react, teamwork is a plus."
Web Developer,TechGiant,Mumbai,Entry Level,2025-07-10,"Join Infosys as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Flask, HTML, JavaScript. Knowledge of Node.js, Django, React, CSS, Teamwork is a plus.","join infosys as a web developer. we are looking for talented individuals. requirements must have strong experience in flask, html, javascript. knowledge of node.js, django, react, css, teamwork is a plus."
Data Scientist,Amazon,Mumbai,Senior Level,2025-08-07,"Join InnovateAI as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Statistics, Pandas, Machine Learning. Knowledge of NLTK, Python is a plus.","join innovateai as a data scientist. we are looking for talented individuals. requirements must have strong experience in statistics, pandas, machine learning. knowledge of nltk, python is a plus."
ML Engineer,Google,Hyderabad,Mid Level,2025-11-24,"Join Amazon as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, PyTorch, Spark. Knowledge of Machine Learning is a plus.","join amazon as a ml engineer. we are looking for talented individuals. requirements must have strong experience in aws, pytorch, spark. knowledge of machine learning is a plus."
